Lon,Lat
147.875,-39.785
147.885,-39.785
147.895,-39.785
147.905,-39.785
147.915,-39.785
147.925,-39.785
147.935,-39.785
147.945,-39.785
147.955,-39.785
147.965,-39.785
147.975,-39.785
147.985,-39.785
148.005,-39.785
143.865,-39.795
143.875,-39.795
143.885,-39.795
143.895,-39.795
143.905,-39.795
143.915,-39.795
143.925,-39.795
143.935,-39.795
143.945,-39.795
143.955,-39.795
143.965,-39.795
143.975,-39.795
143.985,-39.795
143.995,-39.795
144.005,-39.795
144.015,-39.795
144.025,-39.795
144.035,-39.795
144.045,-39.795
144.055,-39.795
144.065,-39.795
144.075,-39.795
144.085,-39.795
144.095,-39.795
144.105,-39.795
147.865,-39.795
147.875,-39.795
147.885,-39.795
147.895,-39.795
147.905,-39.795
147.915,-39.795
147.925,-39.795
147.935,-39.795
147.945,-39.795
147.955,-39.795
147.965,-39.795
147.975,-39.795
147.995,-39.795
148.005,-39.795
148.015,-39.795
143.865,-39.805
143.875,-39.805
143.885,-39.805
143.895,-39.805
143.905,-39.805
143.915,-39.805
143.925,-39.805
143.935,-39.805
143.945,-39.805
143.955,-39.805
143.965,-39.805
143.975,-39.805
143.985,-39.805
143.995,-39.805
144.005,-39.805
144.015,-39.805
144.025,-39.805
144.035,-39.805
144.045,-39.805
144.055,-39.805
144.065,-39.805
144.075,-39.805
144.085,-39.805
144.095,-39.805
144.105,-39.805
144.115,-39.805
147.845,-39.805
147.855,-39.805
147.865,-39.805
147.875,-39.805
147.885,-39.805
147.895,-39.805
147.905,-39.805
147.915,-39.805
147.925,-39.805
147.935,-39.805
147.945,-39.805
147.955,-39.805
147.985,-39.805
147.995,-39.805
148.005,-39.805
148.015,-39.805
148.025,-39.805
148.035,-39.805
143.865,-39.815
143.875,-39.815
143.885,-39.815
143.895,-39.815
143.905,-39.815
143.915,-39.815
143.925,-39.815
143.935,-39.815
143.945,-39.815
143.955,-39.815
143.965,-39.815
143.975,-39.815
143.985,-39.815
143.995,-39.815
144.005,-39.815
144.015,-39.815
144.025,-39.815
144.035,-39.815
144.045,-39.815
144.055,-39.815
144.065,-39.815
144.075,-39.815
144.085,-39.815
144.095,-39.815
144.105,-39.815
144.115,-39.815
144.125,-39.815
147.845,-39.815
147.855,-39.815
147.865,-39.815
147.875,-39.815
147.885,-39.815
147.895,-39.815
147.905,-39.815
147.915,-39.815
147.925,-39.815
147.935,-39.815
147.945,-39.815
147.955,-39.815
147.965,-39.815
147.985,-39.815
147.995,-39.815
148.005,-39.815
148.015,-39.815
148.025,-39.815
148.035,-39.815
148.045,-39.815
143.865,-39.825
143.875,-39.825
143.885,-39.825
143.895,-39.825
143.905,-39.825
143.915,-39.825
143.925,-39.825
143.935,-39.825
143.945,-39.825
143.955,-39.825
143.965,-39.825
143.975,-39.825
143.985,-39.825
143.995,-39.825
144.005,-39.825
144.015,-39.825
144.025,-39.825
144.035,-39.825
144.045,-39.825
144.055,-39.825
144.065,-39.825
144.075,-39.825
144.085,-39.825
144.095,-39.825
144.105,-39.825
144.115,-39.825
144.125,-39.825
147.855,-39.825
147.865,-39.825
147.875,-39.825
147.885,-39.825
147.895,-39.825
147.905,-39.825
147.915,-39.825
147.925,-39.825
147.935,-39.825
147.945,-39.825
147.955,-39.825
147.965,-39.825
147.975,-39.825
147.985,-39.825
147.995,-39.825
148.005,-39.825
148.015,-39.825
148.025,-39.825
148.035,-39.825
148.045,-39.825
143.865,-39.835
143.875,-39.835
143.885,-39.835
143.895,-39.835
143.905,-39.835
143.915,-39.835
143.925,-39.835
143.935,-39.835
143.945,-39.835
143.955,-39.835
143.965,-39.835
143.975,-39.835
143.985,-39.835
143.995,-39.835
144.005,-39.835
144.015,-39.835
144.025,-39.835
144.035,-39.835
144.045,-39.835
144.055,-39.835
144.065,-39.835
144.075,-39.835
144.085,-39.835
144.095,-39.835
144.105,-39.835
144.115,-39.835
144.125,-39.835
147.805,-39.835
147.815,-39.835
147.825,-39.835
147.835,-39.835
147.845,-39.835
147.855,-39.835
147.865,-39.835
147.875,-39.835
147.885,-39.835
147.895,-39.835
147.905,-39.835
147.915,-39.835
147.925,-39.835
147.935,-39.835
147.945,-39.835
147.955,-39.835
147.965,-39.835
147.975,-39.835
147.985,-39.835
147.995,-39.835
148.005,-39.835
148.015,-39.835
148.025,-39.835
148.035,-39.835
148.045,-39.835
148.055,-39.835
148.065,-39.835
143.865,-39.845
143.875,-39.845
143.885,-39.845
143.895,-39.845
143.905,-39.845
143.915,-39.845
143.925,-39.845
143.935,-39.845
143.945,-39.845
143.955,-39.845
143.965,-39.845
143.975,-39.845
143.985,-39.845
143.995,-39.845
144.005,-39.845
144.015,-39.845
144.025,-39.845
144.035,-39.845
144.045,-39.845
144.055,-39.845
144.065,-39.845
144.075,-39.845
144.085,-39.845
144.095,-39.845
144.105,-39.845
144.115,-39.845
147.795,-39.845
147.805,-39.845
147.815,-39.845
147.825,-39.845
147.835,-39.845
147.845,-39.845
147.855,-39.845
147.865,-39.845
147.875,-39.845
147.885,-39.845
147.895,-39.845
147.905,-39.845
147.915,-39.845
147.925,-39.845
147.935,-39.845
147.945,-39.845
147.955,-39.845
147.995,-39.845
148.005,-39.845
148.015,-39.845
148.025,-39.845
148.035,-39.845
148.045,-39.845
148.055,-39.845
148.065,-39.845
148.075,-39.845
143.855,-39.855
143.865,-39.855
143.875,-39.855
143.885,-39.855
143.895,-39.855
143.905,-39.855
143.915,-39.855
143.925,-39.855
143.935,-39.855
143.945,-39.855
143.955,-39.855
143.965,-39.855
143.975,-39.855
143.985,-39.855
143.995,-39.855
144.005,-39.855
144.015,-39.855
144.025,-39.855
144.035,-39.855
144.045,-39.855
144.055,-39.855
144.065,-39.855
144.075,-39.855
144.085,-39.855
144.095,-39.855
144.105,-39.855
144.115,-39.855
147.775,-39.855
147.785,-39.855
147.795,-39.855
147.805,-39.855
147.815,-39.855
147.825,-39.855
147.835,-39.855
147.845,-39.855
147.855,-39.855
147.865,-39.855
147.875,-39.855
147.885,-39.855
147.895,-39.855
147.905,-39.855
147.915,-39.855
147.925,-39.855
147.935,-39.855
147.945,-39.855
147.955,-39.855
147.995,-39.855
148.005,-39.855
148.015,-39.855
148.025,-39.855
148.035,-39.855
148.045,-39.855
148.055,-39.855
148.065,-39.855
148.075,-39.855
148.085,-39.855
143.855,-39.865
143.865,-39.865
143.875,-39.865
143.885,-39.865
143.895,-39.865
143.905,-39.865
143.915,-39.865
143.925,-39.865
143.935,-39.865
143.945,-39.865
143.955,-39.865
143.965,-39.865
143.975,-39.865
143.985,-39.865
143.995,-39.865
144.005,-39.865
144.015,-39.865
144.025,-39.865
144.035,-39.865
144.045,-39.865
144.055,-39.865
144.065,-39.865
144.075,-39.865
144.085,-39.865
144.095,-39.865
144.105,-39.865
147.765,-39.865
147.775,-39.865
147.785,-39.865
147.795,-39.865
147.805,-39.865
147.815,-39.865
147.825,-39.865
147.835,-39.865
147.845,-39.865
147.855,-39.865
147.865,-39.865
147.875,-39.865
147.885,-39.865
147.895,-39.865
147.905,-39.865
147.915,-39.865
147.925,-39.865
147.935,-39.865
147.945,-39.865
147.955,-39.865
147.965,-39.865
147.995,-39.865
148.005,-39.865
148.015,-39.865
148.025,-39.865
148.035,-39.865
148.045,-39.865
148.055,-39.865
148.065,-39.865
148.075,-39.865
148.085,-39.865
148.095,-39.865
143.845,-39.875
143.855,-39.875
143.865,-39.875
143.875,-39.875
143.885,-39.875
143.895,-39.875
143.905,-39.875
143.915,-39.875
143.925,-39.875
143.935,-39.875
143.945,-39.875
143.955,-39.875
143.965,-39.875
143.975,-39.875
143.985,-39.875
143.995,-39.875
144.005,-39.875
144.015,-39.875
144.025,-39.875
144.035,-39.875
144.045,-39.875
144.055,-39.875
144.065,-39.875
144.075,-39.875
144.085,-39.875
144.095,-39.875
144.105,-39.875
147.755,-39.875
147.765,-39.875
147.775,-39.875
147.785,-39.875
147.795,-39.875
147.805,-39.875
147.815,-39.875
147.825,-39.875
147.835,-39.875
147.845,-39.875
147.855,-39.875
147.865,-39.875
147.875,-39.875
147.885,-39.875
147.895,-39.875
147.905,-39.875
147.915,-39.875
147.925,-39.875
147.935,-39.875
147.945,-39.875
147.955,-39.875
148.025,-39.875
148.035,-39.875
148.045,-39.875
148.055,-39.875
148.065,-39.875
148.075,-39.875
148.085,-39.875
148.095,-39.875
148.105,-39.875
143.845,-39.885
143.855,-39.885
143.865,-39.885
143.875,-39.885
143.885,-39.885
143.895,-39.885
143.905,-39.885
143.915,-39.885
143.925,-39.885
143.935,-39.885
143.945,-39.885
143.955,-39.885
143.965,-39.885
143.975,-39.885
143.985,-39.885
143.995,-39.885
144.005,-39.885
144.015,-39.885
144.025,-39.885
144.035,-39.885
144.045,-39.885
144.055,-39.885
144.065,-39.885
144.075,-39.885
144.085,-39.885
144.095,-39.885
144.105,-39.885
147.755,-39.885
147.765,-39.885
147.775,-39.885
147.785,-39.885
147.795,-39.885
147.805,-39.885
147.815,-39.885
147.825,-39.885
147.835,-39.885
147.845,-39.885
147.855,-39.885
147.865,-39.885
147.875,-39.885
147.885,-39.885
147.895,-39.885
147.905,-39.885
147.915,-39.885
147.925,-39.885
147.935,-39.885
147.945,-39.885
147.965,-39.885
147.975,-39.885
147.985,-39.885
148.015,-39.885
148.025,-39.885
148.035,-39.885
148.045,-39.885
148.055,-39.885
148.065,-39.885
148.075,-39.885
148.085,-39.885
148.095,-39.885
148.105,-39.885
143.845,-39.895
143.855,-39.895
143.865,-39.895
143.875,-39.895
143.885,-39.895
143.895,-39.895
143.905,-39.895
143.915,-39.895
143.925,-39.895
143.935,-39.895
143.945,-39.895
143.955,-39.895
143.965,-39.895
143.975,-39.895
143.985,-39.895
143.995,-39.895
144.005,-39.895
144.015,-39.895
144.025,-39.895
144.035,-39.895
144.045,-39.895
144.055,-39.895
144.065,-39.895
144.075,-39.895
144.085,-39.895
144.095,-39.895
144.105,-39.895
147.775,-39.895
147.785,-39.895
147.795,-39.895
147.805,-39.895
147.815,-39.895
147.825,-39.895
147.835,-39.895
147.845,-39.895
147.855,-39.895
147.865,-39.895
147.875,-39.895
147.885,-39.895
147.895,-39.895
147.905,-39.895
147.915,-39.895
147.925,-39.895
147.935,-39.895
147.945,-39.895
147.955,-39.895
147.965,-39.895
147.975,-39.895
147.985,-39.895
147.995,-39.895
148.005,-39.895
148.015,-39.895
148.025,-39.895
148.035,-39.895
148.045,-39.895
148.055,-39.895
148.065,-39.895
148.075,-39.895
148.085,-39.895
148.095,-39.895
148.105,-39.895
148.115,-39.895
143.845,-39.905
143.855,-39.905
143.865,-39.905
143.875,-39.905
143.885,-39.905
143.895,-39.905
143.905,-39.905
143.915,-39.905
143.925,-39.905
143.935,-39.905
143.945,-39.905
143.955,-39.905
143.965,-39.905
143.975,-39.905
143.985,-39.905
143.995,-39.905
144.005,-39.905
144.015,-39.905
144.025,-39.905
144.035,-39.905
144.045,-39.905
144.055,-39.905
144.065,-39.905
144.075,-39.905
144.085,-39.905
144.095,-39.905
144.105,-39.905
147.795,-39.905
147.805,-39.905
147.815,-39.905
147.825,-39.905
147.835,-39.905
147.845,-39.905
147.865,-39.905
147.875,-39.905
147.885,-39.905
147.895,-39.905
147.905,-39.905
147.915,-39.905
147.925,-39.905
147.935,-39.905
147.945,-39.905
147.955,-39.905
147.965,-39.905
147.975,-39.905
147.985,-39.905
147.995,-39.905
148.005,-39.905
148.015,-39.905
148.025,-39.905
148.035,-39.905
148.045,-39.905
148.055,-39.905
148.065,-39.905
148.075,-39.905
148.085,-39.905
148.095,-39.905
148.105,-39.905
148.115,-39.905
148.125,-39.905
143.835,-39.915
143.845,-39.915
143.855,-39.915
143.865,-39.915
143.875,-39.915
143.885,-39.915
143.895,-39.915
143.905,-39.915
143.915,-39.915
143.925,-39.915
143.935,-39.915
143.945,-39.915
143.955,-39.915
143.965,-39.915
143.975,-39.915
143.985,-39.915
143.995,-39.915
144.005,-39.915
144.015,-39.915
144.025,-39.915
144.035,-39.915
144.045,-39.915
144.055,-39.915
144.065,-39.915
144.075,-39.915
144.085,-39.915
144.095,-39.915
144.105,-39.915
147.805,-39.915
147.815,-39.915
147.875,-39.915
147.885,-39.915
147.895,-39.915
147.905,-39.915
147.915,-39.915
147.925,-39.915
147.935,-39.915
147.945,-39.915
147.955,-39.915
147.965,-39.915
147.975,-39.915
147.985,-39.915
147.995,-39.915
148.005,-39.915
148.015,-39.915
148.025,-39.915
148.035,-39.915
148.045,-39.915
148.055,-39.915
148.065,-39.915
148.075,-39.915
148.085,-39.915
148.095,-39.915
148.105,-39.915
148.115,-39.915
148.125,-39.915
148.135,-39.915
143.845,-39.925
143.855,-39.925
143.865,-39.925
143.875,-39.925
143.885,-39.925
143.895,-39.925
143.905,-39.925
143.915,-39.925
143.925,-39.925
143.935,-39.925
143.945,-39.925
143.955,-39.925
143.965,-39.925
143.975,-39.925
143.985,-39.925
143.995,-39.925
144.005,-39.925
144.015,-39.925
144.025,-39.925
144.035,-39.925
144.045,-39.925
144.055,-39.925
144.065,-39.925
144.075,-39.925
144.085,-39.925
144.095,-39.925
144.105,-39.925
144.115,-39.925
144.125,-39.925
144.135,-39.925
147.895,-39.925
147.905,-39.925
147.915,-39.925
147.925,-39.925
147.935,-39.925
147.945,-39.925
147.955,-39.925
147.965,-39.925
147.975,-39.925
147.985,-39.925
147.995,-39.925
148.005,-39.925
148.015,-39.925
148.025,-39.925
148.035,-39.925
148.045,-39.925
148.055,-39.925
148.065,-39.925
148.075,-39.925
148.085,-39.925
148.095,-39.925
148.105,-39.925
148.115,-39.925
148.125,-39.925
148.135,-39.925
148.145,-39.925
148.155,-39.925
143.845,-39.935
143.855,-39.935
143.865,-39.935
143.875,-39.935
143.885,-39.935
143.895,-39.935
143.905,-39.935
143.915,-39.935
143.925,-39.935
143.935,-39.935
143.945,-39.935
143.955,-39.935
143.965,-39.935
143.975,-39.935
143.985,-39.935
143.995,-39.935
144.005,-39.935
144.015,-39.935
144.025,-39.935
144.035,-39.935
144.045,-39.935
144.055,-39.935
144.065,-39.935
144.075,-39.935
144.085,-39.935
144.095,-39.935
144.105,-39.935
144.115,-39.935
144.125,-39.935
144.135,-39.935
147.895,-39.935
147.905,-39.935
147.915,-39.935
147.925,-39.935
147.935,-39.935
147.945,-39.935
147.955,-39.935
147.965,-39.935
147.975,-39.935
147.985,-39.935
147.995,-39.935
148.005,-39.935
148.015,-39.935
148.025,-39.935
148.035,-39.935
148.045,-39.935
148.055,-39.935
148.065,-39.935
148.075,-39.935
148.085,-39.935
148.095,-39.935
148.105,-39.935
148.115,-39.935
148.125,-39.935
148.135,-39.935
148.145,-39.935
148.155,-39.935
148.165,-39.935
148.175,-39.935
148.335,-39.935
143.855,-39.945
143.865,-39.945
143.875,-39.945
143.885,-39.945
143.895,-39.945
143.905,-39.945
143.915,-39.945
143.925,-39.945
143.935,-39.945
143.945,-39.945
143.955,-39.945
143.965,-39.945
143.975,-39.945
143.985,-39.945
143.995,-39.945
144.005,-39.945
144.015,-39.945
144.025,-39.945
144.035,-39.945
144.045,-39.945
144.055,-39.945
144.065,-39.945
144.075,-39.945
144.085,-39.945
144.095,-39.945
144.105,-39.945
144.115,-39.945
144.125,-39.945
144.135,-39.945
147.895,-39.945
147.905,-39.945
147.915,-39.945
147.925,-39.945
147.935,-39.945
147.945,-39.945
147.955,-39.945
147.965,-39.945
147.975,-39.945
147.985,-39.945
147.995,-39.945
148.005,-39.945
148.015,-39.945
148.025,-39.945
148.035,-39.945
148.045,-39.945
148.055,-39.945
148.065,-39.945
148.075,-39.945
148.085,-39.945
148.095,-39.945
148.105,-39.945
148.115,-39.945
148.125,-39.945
148.135,-39.945
148.145,-39.945
148.155,-39.945
148.165,-39.945
148.175,-39.945
148.185,-39.945
148.205,-39.945
148.325,-39.945
148.335,-39.945
148.345,-39.945
148.355,-39.945
143.865,-39.955
143.875,-39.955
143.885,-39.955
143.895,-39.955
143.905,-39.955
143.915,-39.955
143.925,-39.955
143.935,-39.955
143.945,-39.955
143.955,-39.955
143.965,-39.955
143.975,-39.955
143.985,-39.955
143.995,-39.955
144.005,-39.955
144.015,-39.955
144.025,-39.955
144.035,-39.955
144.045,-39.955
144.055,-39.955
144.065,-39.955
144.075,-39.955
144.085,-39.955
144.095,-39.955
144.105,-39.955
144.115,-39.955
144.125,-39.955
147.905,-39.955
147.915,-39.955
147.925,-39.955
147.935,-39.955
147.945,-39.955
147.955,-39.955
147.965,-39.955
147.975,-39.955
147.985,-39.955
147.995,-39.955
148.005,-39.955
148.015,-39.955
148.025,-39.955
148.035,-39.955
148.045,-39.955
148.055,-39.955
148.065,-39.955
148.075,-39.955
148.085,-39.955
148.095,-39.955
148.105,-39.955
148.115,-39.955
148.125,-39.955
148.135,-39.955
148.145,-39.955
148.155,-39.955
148.165,-39.955
148.175,-39.955
148.185,-39.955
148.195,-39.955
148.205,-39.955
148.215,-39.955
148.225,-39.955
148.235,-39.955
148.325,-39.955
148.335,-39.955
148.345,-39.955
148.355,-39.955
143.875,-39.965
143.885,-39.965
143.895,-39.965
143.905,-39.965
143.915,-39.965
143.925,-39.965
143.935,-39.965
143.945,-39.965
143.955,-39.965
143.965,-39.965
143.975,-39.965
143.985,-39.965
143.995,-39.965
144.005,-39.965
144.015,-39.965
144.025,-39.965
144.035,-39.965
144.045,-39.965
144.055,-39.965
144.065,-39.965
144.075,-39.965
144.085,-39.965
144.095,-39.965
144.105,-39.965
144.115,-39.965
144.125,-39.965
147.905,-39.965
147.915,-39.965
147.925,-39.965
147.935,-39.965
147.945,-39.965
147.955,-39.965
147.965,-39.965
147.975,-39.965
147.985,-39.965
147.995,-39.965
148.005,-39.965
148.015,-39.965
148.025,-39.965
148.035,-39.965
148.045,-39.965
148.055,-39.965
148.065,-39.965
148.075,-39.965
148.085,-39.965
148.095,-39.965
148.105,-39.965
148.115,-39.965
148.125,-39.965
148.135,-39.965
148.145,-39.965
148.155,-39.965
148.165,-39.965
148.175,-39.965
148.185,-39.965
148.195,-39.965
148.205,-39.965
148.215,-39.965
148.225,-39.965
148.235,-39.965
148.245,-39.965
148.255,-39.965
148.265,-39.965
148.275,-39.965
148.285,-39.965
143.885,-39.975
143.895,-39.975
143.905,-39.975
143.915,-39.975
143.925,-39.975
143.935,-39.975
143.945,-39.975
143.955,-39.975
143.965,-39.975
143.975,-39.975
143.985,-39.975
143.995,-39.975
144.005,-39.975
144.015,-39.975
144.025,-39.975
144.035,-39.975
144.045,-39.975
144.055,-39.975
144.065,-39.975
144.075,-39.975
144.085,-39.975
144.095,-39.975
144.105,-39.975
144.115,-39.975
144.125,-39.975
147.905,-39.975
147.915,-39.975
147.925,-39.975
147.935,-39.975
147.945,-39.975
147.955,-39.975
147.965,-39.975
147.975,-39.975
147.985,-39.975
147.995,-39.975
148.005,-39.975
148.015,-39.975
148.025,-39.975
148.035,-39.975
148.045,-39.975
148.055,-39.975
148.065,-39.975
148.075,-39.975
148.085,-39.975
148.095,-39.975
148.105,-39.975
148.115,-39.975
148.125,-39.975
148.135,-39.975
148.145,-39.975
148.155,-39.975
148.165,-39.975
148.175,-39.975
148.185,-39.975
148.195,-39.975
148.205,-39.975
148.215,-39.975
148.225,-39.975
148.235,-39.975
148.245,-39.975
148.255,-39.975
148.265,-39.975
148.275,-39.975
148.285,-39.975
143.885,-39.985
143.895,-39.985
143.905,-39.985
143.915,-39.985
143.925,-39.985
143.935,-39.985
143.945,-39.985
143.955,-39.985
